tweet,clean_tweet,label
#redneck tow truck. #johndeere #4455 #america https://t.co/iFInqwVRad,redneck tow truck johndeer 4455 america,0
"#rejectedpeanutsspecials Its The Grape Crackhead, Charlie Brown!",rejectedpeanutsspeci grape crackhead charli brown,0
#southcarolina has a highschool graduation rate near 50% and that's why they have so many uninformed #teabaggers #morningjoe,southcarolina ha highschool graduat rate near 50 % whi mani uninform teabagg morningjo,0
#stateoftheunion would last 15mins if they let the President talk all that standing up clapping is for the birds,stateoftheunion would last 15min let presid talk stand clap bird,0
#tbt me being a bad bitch http://t.co/Jc4bKbe8Vt,tbt bad bitch,1
#tbt my precious gook baby &#128525;&#128525;&#128525;&#128525;&#128525;&#128525; @outtapocketjuju http://t.co/2QJLJj6tK5,tbt preciou gook babi,0
#tbt to when i used to be good at rapping...now ima bitch &#128542;&#128299; http://t.co/6RV4jiJpRD,tbt use good rappingnow ima bitch,1
#tbt when i took my likkle monkey jimmys http://t.co/LIK3xpZ6eZ,tbt took likkl monkey jimmi,0
"#teabagger state like mississippi opposed to minimum wage, child labor laws, unions, is pro-scab, sweatshop work - pretty much #SLAVERY.",teabagg state like mississippi oppos minimum wage child labor law union pro-scab sweatshop work - pretti much slaveri,0
#throwback to being bitches &amp; drinking Mikes bc we sucked @AutumnMaye http://t.co/jfCthdEDcz,throwback bitch drink mike bc suck,1
#tikiti - rough mock for the base of what will eventually be an ashtray @ Tiki Ti http://t.co/8zE8aqY0,tikiti - rough mock base eventu ashtray @ tiki ti,0
#truefriendtuesday my bitch @drrrruuuu http://t.co/7dSZ3vCySz,truefriendtuesday bitch,1
#tweetlikelexi Nah we not gonna sit down we gonna walk it out bitch.,tweetlikelexi nah gon na sit gon na walk bitch,1
#ultimatepickupline bitch get naked. Works 10 times out of 10 if she's drunk :),ultimatepickuplin bitch get nake work 10 time 10 drunk ),1
#uppers loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!,upper love show thi morn chri direct convers beauti make teabagg talk,0
#vegas #bitch http://t.co/wbAqQ5vFpd,vega bitch,1
#wallofthewasatch bitch!,wallofthewasatch bitch,1
#wcw all the bad bitches &#128069;&#128166;,wcw bad bitch,1
#wcw bitch &#128536;&#128514; @AutumnMaye http://t.co/7n5X9FyvIP,wcw bitch,1
"#wrongfilmquotes ..everytime I come in the kitchen you in the kitchen, in the goddamn refrigerator. Eatin up all the pussy",wrongfilmquot everytim come kitchen kitchen goddamn refriger eatin pussi,1
#xfactorau sick of guys who sing like pussies. Where are the rock type men?,xfactorau sick guy sing like pussi rock type men,1
#youaremoreattractive if u a real bitch!,youaremoreattract u real bitch,1
$100 bid to go on a date with Zack Morris oh that dreamy son of a bitch,$ 100 bid go date zack morri oh dreami son bitch,1
"$3 bud Lites and $4 well shots at the bar tn, plus I'm giving away a trip to Las Vegas. So if you're not a cunt come visit me at Bourbon St",$ 3 bud lite $ 4 well shot bar tn plu im give away trip la vega cunt come visit bourbon st,1
"$60 torch down the drain cause either I was to high and lost it or one of my ""niggas"" finessed that hoe fuckkkkk ittt",$ 60 torch drain caus either wa high lost one nigga finess hoe fuckkkkk ittt,1
"&#127813;&#127813;&#127813; RT @GottliebShow: ""Killer line?"" @SBNationNBA: Josh Smith dropped a killer trash talk line on Kenneth http://t.co/C8d3sJoUpj&#8221;",killer line josh smith drop killer trash talk line kenneth,0
&#127829;&#128049; RT @TAN1AAA: RT @PeachDulce: A piece of pussy http://t.co/BcWiT2nuz5,piec pussi,1
"&#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway fuck you hoes, eat a salad.&#8221;",love salad anyway fuck hoe eat salad,1
&#127867;&#127867;&#127867;&#127804;&#128153;&#127913; plus Sheryl crow http://t.co/49KYwZnotU,plu sheryl crow,0
&#127942; RT @UBoyRock17: Every bitch n my passenger seat I dun fucked at least one time,everi bitch n passeng seat dun fuck least one time,1
&#128027;=&#128176;&#128184; &#8220;@GOALSminded: its true that the early bird.. gets the worm first!&#8221;,= true earli bird get worm first,0
&#128034; dirty whore. I love you. but you a hoe. but I love you. Jesus is watching.,dirti whore love hoe love jesu watch,1
&#128064; RT @Freegeezy17: This hoe got a school shirt on sucking dick &#128553;&#128553;&#128553;&#128553;&#128553;&#128553;,thi hoe got school shirt suck dick,1
&#128064; RT @Mr_QuenchYaGirl: A lotta fck niggas on this here Twitter. Really be talking like bitches.,lotta fck nigga thi twitter realli talk like bitch,1
&#128064; RT @PrettyDamAmazin: These bitches started shooting at my party. Fuck New Orleans,bitch start shoot parti fuck new orlean,1
&#128064; bitches giving back rubs ?,bitch give back rub,1
&#128072;never been a coon grew up with bokoo coons tho but never was 1 I did some coon shit tho,never coon grew bokoo coon tho never wa 1 coon shit tho,1
"&#128073; RT @OeauxMar: Nigga was smashing his hoe, had his hoe paying for a condo and he still with her &#128514;&#128514;&#128514;&#128514; Yep Fucboy",nigga wa smash hi hoe hi hoe pay condo still yep fucboy,1
&#128073; RT @OfficiallyIce: #GuiltyPleasure watching niggers fight on YouTube/Vine/IG,guiltypleasur watch nigger fight youtube/vine/ig,1
&#128073; RT @Pr3ttyN33: Don't like me ??? Have a &#128186;with the rest of the bitches waiting for me to give a fuck &#128540;&#128129;,dont like rest bitch wait give fuck,1
&#128073; RT @_WSBG: I'd rather be called nigger than a uncle tom or a mark,id rather call nigger uncl tom mark,1
&#128073;RT @Str8_no_Chazer: Bet y'all bitches was deaf to MC Lyte's words about being treated like a queen huh,bet yall bitch wa deaf mc lyte word treat like queen huh,1
&#128075; hi-ho http://t.co/FiC4FnRutZ,hi-ho,0
&#128077;RT @kwagiheath: One'a y'all b!tches gon end up dead over a screen shot thinkn that sh!t funny...ain't too many niccas gon laugh at that b!,onea yall btche gon end dead screen shot thinkn sht funnyaint mani nicca gon laugh b,1
"&#128079; congrats you've turned a hoe into a housewife, don't get shitty when your guys start singing they hit it first. #ButThatsNoneOfMyBusiness",congrat youv turn hoe housewif dont get shitti guy start sing hit first butthatsnoneofmybusi,1
&#128095;&#128095;&#128095;&#128095; got ur bitch tip toeing on my marble floors.......,got ur bitch tip toe marbl floor,1
"&#128114;&#128069;&#128166;&#128149; - &#128514;&#128557; omg just thinccin of you makes me laugh, we use to STAY talking shit in 3rd period, you cute, &amp; you my bitch &#9994;&#128514;&#128557;",- omg thinccin make laugh use stay talk shit 3rd period cute bitch,1
&#128119;&#128119; you needa stop sucking dick hoe &#128514;&#128514;,needa stop suck dick hoe,1
"&#128128; RT @OGBEARD: ""OMG LIL B FOLLOWED ME YASSSS"" 

bitch he follow everybody shut yo ass up",omg lil b follow yassss bitch follow everybodi shut yo ass,1
&#128128;&#128128; RT @monique504Q: &#128557;&#128128; &#8220;@ByeKandace: hop off hoe. RT @KekePalmer: Come on @KSTiLLS!!! &#128079;&#128079;&#128079;&#128079;&#128079;&#128079;&#128079;&#8221;,hop hoe come,1
&#128129;&#128513;&#128586;- lmao my nigga . Let's go half on a weed brownie &#128553; we will be laughing hard as hell in senior seminar,- lmao nigga let go half weed browni laugh hard hell senior seminar,1
&#128131;&#128131; &amp; if you ain't a ho get up out my trap hooouseee.,aint ho get trap hooousee,1
&#128139;&#128175; - ugh bitch I love you &amp; that A S S &#128553; your just simply FLAWLESS &#128149; I remember when you cute a peice of your hair hella short &#128514;,- ugh bitch love simpli flawless rememb cute peic hair hella short,1
"&#128149;&#128149;&#128149; pussy ride dick like she a Jamaican / \ / &#128167;\ 
. */. &#127796; |. &#165;~ ! &#127796;. | &gt; \ 
&#128043; $. / &#127806;\ ; &#128043; ) &amp;&#128043;*",pussi ride dick like jamaican / \ / \ * / | ~ | \ $ / \ ; ) *,1
&#128165;&#128162; on the pussy http://t.co/mWXQnjm4So,pussi,1
&#128175; RT @DammitHamm_: Loyal pussy .,loyal pussi,1
&#128175; my bitch &#128079;&#128523;,bitch,1
&#128347; is the most important thing. All this temporary bullshit and lies is fa the birds. Kill that !,import thing thi temporari bullshit lie fa bird kill,1
&#128514; &#8220;@BossmobbE: Racist all month .. Fuck u honkey&#8221;,racist month fuck u honkey,1
"&#128514; Gucci b having me on my rude shit&#8220;@AmazinNaNa: Lol that's not nice ""@SMCo71: "" that bitch aint worth a quarter """"&#8221;",gucci b rude shit lol nice bitch aint worth quarter,1
&#128514; RT @LaShana_Sinead: Mimi too old to be covering her titties during sex&#128514;&#128514;&#128514; bitch you childish,mimi old cover titti dure sex bitch childish,1
&#128514; RT @TheOnlyReed: LMFAO RT @Tone314: If you watching porn &amp; beating off &amp; yo homie text u &amp; it show his name in the banner you're a faggot,lmfao watch porn beat yo homi text u show hi name banner faggot,1
&#128514; bruh these hoes gotta be stupid.,bruh hoe got ta stupid,1
&#128514;&#128514; &#8220;@Juggs201: SOMEBODY GONNA DIE &#128557;&#128557;&#128557; RT @SMCo71: @Juggs201 &#128514; theres a bitch on NJT setting up a lean as we tweet&#8221;,somebodi gon na die bitch njt set lean tweet,1
&#128514;&#128514; &#8220;@JusDahl &#8220;@JustKorey &#8220;@JusDahl: Y'all have boring sex.&#8221; Nope.. I lick the side of my bitch face when I'm hittin it from the back&#8221;&#8221;,yall bore sex nope lick side bitch face im hittin back,1
&#128514;&#128514; &#8220;@mcdonavins: Of course cooder's nudes are trash. She lives in the DMV what did you expect? &#128514;&#128514;&#128514;.&#8221;,cours cooder nude trash live dmv expect,1
&#128514;&#128514; My stomach in pain like a mufucka RT @OwIPharaoh This the nigga that's rating bitches 3/10? http://t.co/yFlFuBJ2Po,stomach pain like mufucka thi nigga rate bitch 3/10,1
&#128514;&#128514; bitches get stuff done. http://t.co/GvFpk65ah5,bitch get stuff done,1
&#128514;&#128514; fucc nicca yu pose to be pullin up,fucc nicca yu pose pullin,1
&#128514;&#128514; maaaaannnn i hope so! RT @ABrown252: @VonshayeB did we get rid of John Legend looking Charlie Batch?,maaaaannnn hope get rid john legend look charli batch,0
&#128514;&#128514; mike calls me t-bird @mikemastroccco,mike call t-bird,0
"&#128514;&#128514; niggas sending screenshots of me to they bitches like "" stop texting cuh "" &#128557;",nigga send screenshot bitch like stop text cuh,1
&#128514;&#128514; this white bitch think she miley cyrus &#128557;&#128557; http://t.co/lFfy5HvcNa,thi white bitch think miley cyru,1
&#128514;&#128514;&#128514; &#8220;@snapbackBLAC: i seen a thot ass bitch in some high top whites&#8221;,seen thot ass bitch high top white,1
&#128514;&#128514;&#128514; Nicca gotta team full of worsum hoes,nicca got ta team full worsum hoe,1
"&#128514;&#128514;&#128514; RT &#8220;@TuneLuciano: this hoe just DM'd me sayin ""never give up in your dreams""...fuckin fortune cookie ass hoe, fuck out my DM's&#8221;",thi hoe dmd sayin never give dreamsfuckin fortun cooki ass hoe fuck dm,1
&#128514;&#128514;&#128514; RT @A2daO: When a dyke get pregnant by mistake &gt;&gt;&gt;&gt;&gt;,dyke get pregnant mistak,1
"&#128514;&#128514;&#128514; RT@gxdlyvisuals: ""bitch i know you got games on your phone"" http://t.co/I2HyINFIdW",bitch know got game phone,1
&#128514;&#128514;&#128514; bitch my lrt,bitch lrt,1
&#128514;&#128514;&#128514; burnt pussy lips,burnt pussi lip,1
"&#128514;&#128514;&#128514; i just said that RT @BoyThats_ARYAH: My TL gotta chill with this pretty face challenge foolishness, y'all hoes agg",said tl got ta chill thi pretti face challeng foolish yall hoe agg,1
&#128514;&#128514;&#128514; nah if you round me you do Molly &#8220;@CallNeeshCakey: Only bitches with no nigga do Mollies...&#8221;,nah round molli onli bitch nigga molli,1
&#128514;&#128514;&#128514; played that nigga smh &#8220;@sexualgifss: bitches are so shady... oh my god &#128514;&#128514; http://t.co/1VhC9LqsKg&#8221;,play nigga smh bitch shadi oh god,1
"&#128514;&#128514;&#128514;&#128514; &#128128;&#128128; &#8220;@LisforLex: No bitch go away &#9995;""@subnorbot1: @Tats_NSnapbacks @LisforLex @LisforLex tu puta madre @carlosnoodles""&#8221;",bitch go away tu puta madr,1
&#128514;&#128514;&#128514;&#128514; @shoota1017 bitch was mad af https://t.co/9C4i4W7Q7D,bitch wa mad af,1
&#128514;&#128514;&#128514;&#128514; I hate you! RT @YumiYoko: Cyrus ho is a rookie slut. getting the cash after the date? nope nope nope.,hate cyru ho rooki slut get cash date nope nope nope,1
&#128514;&#128514;&#128514;&#128514; RT @MREEUH: when you're trying to relax but your pussy is shooting out light beams http://t.co/5eHbmr8TKo,tri relax pussi shoot light beam,1
&#128514;&#128514;&#128514;&#128514; RT @SMASHaVelli: Murda out here sucking bitches &#128514;&#128514;&#128514;&#128514; #howDhow?,murda suck bitch howdhow,1
&#128514;&#128514;&#128514;&#128514; bitch if you're the hobbit you need to let me know right now &#128514;&#128514;&#128514;&#128514;&#128079;&#128079;&#128079;,bitch hobbit need let know right,1
&#128514;&#128514;&#128514;&#128514; these folks so bad. I'm just here to talk trash.,folk bad im talk trash,1
&#128514;&#128514;&#128514;&#128514;&#128514; brittany bitch u my dog man &#128514;&#128514;&#128514;&#9996;&#65039;&#9996;&#65039;&#128553;&#128553;&#128553;&#128553;&#128553;&#128553;&#128569;&#128569;&#128584;&#128584;&#128584;&#128584;,brittani bitch u dog man,1
&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; RT @KarltonHinez: @ItsNotHarold smh bitch sellin her ass,smh bitch sellin ass,1
"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@betysweetcocker: That pussy is just....&#128561; imma assume she just had a baby like..the day before""",pussi imma assum babi liketh day befor,1
"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@AlisaRenee: you a faggot if you eat pork chops.""",faggot eat pork chop,1
&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; RT @PushupSensei: McNair had brisket sizzlin on the grill when his side hoe laid the Uzi game down,mcnair brisket sizzlin grill hi side hoe laid uzi game,1
&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128557;RT @KfromtheG: Mexican bitches shaped like silly puddy!,mexican bitch shape like silli puddi,1
&#128514;&#128514;&#128514;&#128514;RT @KfromtheG: You a hoe if ya grandma got a tattoo.,hoe ya grandma got tattoo,1
&#128514;&#128514;&#128514;RT @LiViBADD88: cheap hair.. cheap dresses.. cheap shoes.. tacky ass little bitches,cheap hair cheap dress cheap shoe tacki ass littl bitch,1
&#128514;&#128514;&#128514;RT @kwagiheath: Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down&#128293;,1st 48 charlott goon nicca gon fkkk around burn bank america stadium,1
"&#128514;&#128514;&#8220;@BrandonBeSlydin: My fucking god bruh, the birds from southridge are in front of my house.&#8221;",fuck god bruh bird southridg front hous,1
&#128514;&#128557; I have to explore the pussy out there @Austin__321 http://t.co/GER0IPaBPA,explor pussi,1
"&#128514;&#128557; RT @kiaaXO_: RT @sweetbre_xo: Lmfao ""@BeingMsDaisy: WTF kinda pussy my mom think I got, buying this shit. &#128530;&#9995; http://t.co/uZvnXQFMFn""",lmfao wtf kinda pussi mom think got buy thi shit,1
&#128514;&#128557;&#128128; RT @iDO_me2: Hood hoes love Harrell football team&#128528;,hood hoe love harrel footbal team,1
&#128514;&#9995;&#8220;@iSell_Pussy4EBT &#8220;@Sco_ForIt bucket RT &#8220;@iSell_Pussy4EBT: Trash &#8220;@_manlookaKeedY: All you bitches is my SONS &#128520; http://t.co/LrMBWFPMaE,bucket trash bitch son,1
&#128514;RT @1BaD_dOc: I hate when people get on my bad side cause I honestly don't like to act like a bitch,hate peopl get bad side caus honestli dont like act like bitch,1
"&#128518;""@QbF150: On a leash &#128555;RT @80sbaby4life: Just pussy &#128553;""",leash pussi,1
&#128520;&#127383; we snap chatted for one night lol. But you're cute. Snapchat me back nig,snap chat one night lol cute snapchat back nig,0
&#128520;&#128525;&#128176; - your my BFFL. I love you ya funcy bitch &#128514; I went Finna be faded &amp; shaded on ya C Day &#128153; #WEDEMGIRLZ &#128520;&#128526;&#128176;&#128526;,- bffl love ya funci bitch went finna fade shade ya c day wedemgirlz,1
"&#128521;&#128077;
#yep #donttryme #bitch #bitchmode #testme #Truth #trust http://t.co/ky9Fi39zUx",yep donttrym bitch bitchmod testm truth trust,1
"&#128525;&#128525;&#128525;

&#8220;@whatskillfeed: i guess ill just trash this drawing because of roster changes...&#128532; http://t.co/2r8wqgE8cR&#8221;",guess ill trash thi draw becaus roster chang,0
"&#128527; haahaa ,dumb bitch",haahaa dumb bitch,1
&#128530; RT @coldhearted9_: &#8220;@11wdNICK: Still can't see what niggers see in them white hoes....&#8221;&#128563; don't do this everrrrrr,still cant see nigger see white hoe dont thi everrrrrr,1
&#128530; my nerves are being worked cos of my monkey &#128529;&#128545;,nerv work co monkey,0
&#128530;RT @LiViBADD88: so many pretty bitches coming to my birthday dinner &#128556;,mani pretti bitch come birthday dinner,1
&#128530;RT @SedSince81: niggers RT @VonshayeB Before any moves are made... my black ass must take a nap!,nigger befor ani move made black ass must take nap,1
&#128532; RT @MichyDoe: Every week them hoes partying ! I see them hoes in every city partying for an event,everi week hoe parti see hoe everi citi parti event,1
&#128532;RT @FunnyJulius: #ACTRIST RT @sheEBONYblack: &#8220;@HotKommodity05: &#128553;&#128553;&#128553;&#128553; &#8220;@A2daO: U bitches tripping smh http://t.co/Ywz59nbnR7,actrist u bitch trip smh,1
"&#128539;&#128120; you've been a good as friend to me , glad I got your honkie ass. Let's fuck shit up this year",youv good friend glad got honki ass let fuck shit thi year,1
&#128540;&#128583;&#128582; I hate ya bitch ass,hate ya bitch ass,1
&#128543; &#8220;@DubPeeWorld: So the new wave is bitches wearing mini shovels on their hand&#8221;,new wave bitch wear mini shovel hand,1
&#128553; cunt,cunt,1
&#128553; monkey mad,monkey mad,0
&#128553;&#128514; RT @willieBEAMINN: @_VinChi3 bitches they get bat or sumn *ak voice*,bitch get bat sumn * ak voice *,1
&#128553;&#128553;&#128514; damn roaches got dicks n pussy to be doing this lol??? http://t.co/OiIxcfos3m,damn roach got dick n pussi thi lol,1
&#128553;&#128553;&#128514;&#128557;&#128557; RT @Eb_Reloaded: @11wdNICK @KingHov1313 swear to God bitch I'm bouta delete my twitter account http://t.co/YPi52s4dtC,swear god bitch im bouta delet twitter account,1
&#128553;&#128557; RT @Freegeezy17: My Co worker talking about what's my twitter name Oh no hoe you could never screen shot me to the boss,co worker talk twitter name oh hoe could never screen shot boss,1
&#128553;&#128557; RT @KingHov1313: Fox8 got dem bitches huh!&#128588;&#128588;&#128588;&#128588;&#128588;&#128588;,fox8 got dem bitch huh,1
&#128555;&#128555;&#128555;&#128555;&#128555;&#128532;&#128532;&#128532;&#128532;&#128532;&#128532; this fucking bitch Rachel needs to die please,thi fuck bitch rachel need die pleas,1
&#128555;ugly bitches get no love,ugli bitch get love,1
&#128557; RT @KingHov1313: I be thinkin Errbody wanna give me some pussy!&#128553;,thinkin errbodi wan na give pussi,1
&#128557; RT @That_Mclovin: &#8220;Yass bitch Yass &#128128;&#128128; @VikkiNoSecrets: Too soon? &#128514;&#8221;,yass bitch yass soon,1
&#128557; RT @TrashAssTweets: When you wake up to bae being a hoe on the TL http://t.co/rbxh33ounM,wake bae hoe tl,1
"&#128557; RT @red_daddy17: But wait if he got a ole lady and still ""quenching yo girl"" is he a unfaithful water fountain for hoes?!?!",wait got ole ladi still quench yo girl unfaith water fountain hoe,1
&#128557;&#128557; &#8220;@_____AL: Y'all be tweakin wit that WCE shit. Ain't no way in hell u like that bitch every single day.&#8221;,yall tweakin wit wce shit aint way hell u like bitch everi singl day,1
&#128557;&#128557; RT @KingHorseDick: Welp RT @ThePlasticPope The prettier bitch usually loses lol this Is science,welp prettier bitch usual lose lol thi scienc,1
&#128557;&#128557; RT @KingHov1313: Niggaz get free pussy off of bounce beats alone!&#128584;&#128557;&#128557;&#128557;&#128557;,niggaz get free pussi bounc beat alon,1
&#128557;&#128557;&#128557; Foh RT @MizzCreme: #IDGT RT @eTheHustla: Good pussy don't neva get tired!!!,foh idgt good pussi dont neva get tire,1
&#128557;&#128557;&#128557; RT @EsckmoTrent: I swear Niggas use to step one foot off the bus and bitches would be like NEXTTTT &#128553;&#128514;&#128514; http://t.co/XjKUdt4BUB,swear nigga use step one foot bu bitch would like nextttt,1
"&#128557;&#128557;&#128557; RT @VineForTheByrd: Bae: go text your hoes 
Me: https://t.co/5PAfEceL1i",bae go text hoe,1
&#128557;&#128557;&#128557; RT @tryna_be_famous: Brees been trash since this.... http://t.co/EvYSf5JFkt,bree trash sinc thi,1
&#128557;&#128557;&#128557;&#128530; RT @KingHov1313: At work imma real Uncle Tom!&#128584;,work imma real uncl tom,0
&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557; RT @RealityyBites: Nope Thts not wht it says here.. RT @PeachDulce: I'm not a hoe. I'm a people person http://t.co/RJ1vIx7VCz,nope tht wht say im hoe im peopl person,1
&#128561;that bitch is from Moreno Valley........ &#128530;,bitch moreno valley,1
&#128563; RT @KingHov1313: They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;,recruit buku fag herea warehous place,1
&#128563; RT @Pr3ttyN33: &#8220;@11wdNICK: I think all dem hoes on LAHHH regular....&#8221;my co worker was messing with Omarion bm &#128553;,think dem hoe lahhh regularmi co worker wa mess omarion bm,1
&#128563; RT @UBoyRock17: &#128557;&#128557;&#128557; these hoes selfish,hoe selfish,1
"&#128563; RT @ariluvsall: Niccas y'all need lives, money, pussy, hobbies, or sum guidance ... Bunch of Petty miserable dick n a booty ass Boys ...",nicca yall need live money pussi hobbi sum guidanc bunch petti miser dick n booti ass boy,1
&#128563;&#128563;&#128563; RT @winterlove___: &#8220;@thisisyoungdj: Every girl got a #wcw and fake gay til it's time to eat sum pussy. But I'm &#128564;&#8221; not me &#128523; lol,everi girl got wcw fake gay til time eat sum pussi im lol,1
&#128563;Oh this bitch Midy must be crazy http://t.co/75LWvtD4oJ,oh thi bitch midi must crazi,1
&#128563;well damn.. RT @JackTheJokster: When ya side hoe claims you as her boyfriend https://t.co/jTJ2jJTfto,well damn ya side hoe claim boyfriend,1
&#128583;&#128583;&#128583;&#128583; can y'all females let this sink in for min? Moment of silence to get y'all bitches thinking right? http://t.co/cDN0dEYCkO,yall femal let thi sink min moment silenc get yall bitch think right,1
&#128588; RT @iDO_me2: this vodka be having all the hoes bent over&#128553;&#128131;,thi vodka hoe bent,1
&#128588;&#128588;&#128588; RT @MidCityAce: Y'all excited about that strip mall being built in Louisiana and Claiborne?? That bitch gone be in fiya!!!! &#128514;&#128514;,yall excit strip mall built louisiana claiborn bitch gone fiya,1
"&#128588;&#128588;&#128588;""@Datruthh_: Don't do em with my girl lol RT @thelaurenway: So when yall in threesomes does your girl eat the pussy too?""",dont em girl lol yall threesom doe girl eat pussi,1
&#128588;&#128591; RT &#8220;@PlanetPOB: Real Men eat pussy.&#8221;,real men eat pussi,1
"&#128588;RT @Ke2yourheart I don't want my man txtn, tlkn, lookin, yet alone speakin to you hoes. I'm not insecure at ALL. y'all hoes CANT BE Trusted",dont want man txtn tlkn lookin yet alon speakin hoe im insecur yall hoe cant trust,1
&#128588;RT @Nay_btw It amazes me how niggas can fuck w/ EVERY bitch but when a nigga try to talk to his bitch he wanna cry about it&#128533; I need answers,amaz nigga fuck w/ everi bitch nigga tri talk hi bitch wan na cri need answer,1
&#128700;&#128700;- you a little genius man i need you for a class so u can help a nig out but you cool af man,- littl geniu man need class u help nig cool af man,1
"&#191;Como se llama el ni&#241;o m&#225;s delgado de Jap&#243;n? Yocomo Poko

&#164;&#176;&#164;&#176; gino &#176;&#164;&#176;&#164;",como se llama el nio ms delgado de japn yocomo poko gino,1
&#193;lbum de fotos: csitaly: [TS3]Fairy Tail - Satan Soul Mirajane Strauss made with The Sims 3. Happy... http://t.co/b4i8EiMux2,lbum de foto csitali [ ts3 ] fairi tail - satan soul mirajan strauss made sim 3 happi,0
"&#193;lbum de fotos: gaywrites: In the Making, a project by and for queer students at Harvard, highlights the... http://t.co/XZQ9XmaQTf",lbum de foto gaywrit make project queer student harvard highlight,1
&#8216;Chillin&#8217; With My Homie Or What&#8217;s Left Of Him&#8217;: British Rapper Turned ISIS Jihadi Poses With Severed Head http://t.co/L9vMdNOXPg #tcot,chillin homi left british rapper turn isi jihadi pose sever head tcot,0
"&#8220;@0ddtoddler: When people refer to their girlfriend as their ""bitch"" &#128528; ....&#8221; I know how it sounds but it's how we mean it lol",peopl refer girlfriend bitch know sound mean lol,1
"&#8220;@1_anddone: Fuck east st john and all they fans, familys , &amp; friends&#8221;

Shut yo bitch ass up",fuck east st john fan famili friend shut yo bitch ass,1
&#8220;@1muneyy: Had to unfollow that bitch .. thot bitch got me fired from Sonic&#8221;she must've tweeted,unfollow bitch thot bitch got fire sonicsh mustv tweet,1
"&#8220;@21Cvasquez: My brother is a bitch, pussy, faggot, etc.&#8221; you just like getting beat up don't you?",brother bitch pussi faggot etc like get beat dont,1
&#8220;@239rell: If you got paid 2million dollars to eat a nugget of shit would u eat it?&#8221; Smash that bitch,got paid 2million dollar eat nugget shit would u eat smash bitch,1
"&#8220;@2Blunts1Jorge: Lol bitch funny, i was over you from the min i tossed your ass to the curb&#128567;&#8221; &#128588;&#128557;",lol bitch funni wa min toss ass curb,1
&#8220;@2hood2bgud: @uce_INA &#128064;&#128066; a bitch is all ears...&#8221; My mama told me not to talk to bitches so...&#128564;&#128514;jk,bitch ear mama told talk bitch sojk,1
&#8220;@305MAYOR: Bad breath ain't cute not even if you a so called bad bitch and it's usually cause by a shitty attitude&#8221; unk ain't ever lied,bad breath aint cute even call bad bitch usual caus shitti attitud unk aint ever lie,1
&#8220;@44BINKO: Denzy tryna hoe broski Izzy &#128553;&#8221;&#128514;,denzi tryna hoe broski izzi,1
&#8220;@4REALROY: @Vomitdatruth no more chunky nugs for you &#127795;&#8221; he doesn't even hook it up like that.,chunki nug doesnt even hook like,1
"&#8220;@50TysonRap: Aye nigga, who tryna freestyle?&#8221; You trash though lol",aye nigga tryna freestyl trash though lol,1
&#8220;@50TysonRap: Saw a homeless man sleeping in a box surrounded by bubble wrap. Must be his new alarm system.&#8221; You aren't even FUNNY bitch,saw homeless man sleep box surround bubbl wrap must hi new alarm system arent even funni bitch,1
&#8220;@954Nole: This bitch is looking dumber and dumber by the minute.... &gt;&gt;&gt;&gt;&gt;&gt;&gt; @MattHomeTeam&#8221;,thi bitch look dumber dumber minut,1
"&#8220;@9acino_: Even though Trunks was one of the main characters, Dragon Ball GT was lowkey weak weak&#8221;

Nothing lowkey about it.. Shit was trash",even though trunk wa one main charact dragon ball gt wa lowkey weak weak noth lowkey shit wa trash,1
&#8220;@ABadBitchCost_: omg yall should see this bag of weed dog this bitch like a .3 fasho lmfaooooo&#8221; &#128553;&#128514;,omg yall see thi bag weed dog thi bitch like 3 fasho lmfaooooo,1
&#8220;@AC_Hussle: 98% of women were sluts freshman year of college.&#8221; Let these hoes be great,98 % women slut freshman year colleg let hoe great,1
&#8220;@ALaQuannD: Woaaaahh that coat though lol&#8221;nigga too warm in that hoe,woaaaahh coat though lolnigga warm hoe,1
&#8220;@ATrue_Cowboy: Truth about any distance for all you love birds out there! http://t.co/1Kqnw4LJ&#8221;,truth ani distanc love bird,0
"&#8220;@A_Brown_30: Frogger, best game ever&#8221; only cuz You suck at flappy bird",frogger best game ever onli cuz suck flappi bird,0
&#8220;@A_Brown_30: Lmao Dylan just got called a pussy by Mr O himself @wagggggie&#8221; takes skill &#128527;&#128170;,lmao dylan got call pussi mr take skill,1
&#8220;@AbstractLife: @Nigel So you still rather have trash ass Geno Smith than Alex?!? You sick man&#8221; U still cant tell Alex sucks? You blind man,still rather trash ass geno smith alex sick man u still cant tell alex suck blind man,1
